Tip_Label,In,Aq,Vt,Ca,Ne,Fr,SETe,Herb,TrophicLevel,TrophicNiche,ForagingNiche,BLFamilyLatin,final_family
Dacelo_novaeguineae,50,30,20,0,0,0,0,0,Carnivore,Omnivore,NA,Alcedinidae,Alcedinidae
Dacelo_tyro,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally ground,Alcedinidae,Alcedinidae
Dacnis_albiventris,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_berlepschi,30,0,0,0,10,60,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_cayana,30,0,0,0,0,60,10,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_egregia,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_flaviventer,20,0,0,0,20,60,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_hartlaubi,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_lineata,20,0,0,0,0,80,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_nigripes,40,0,0,0,10,40,10,0,Omnivore,Omnivore,NA,Thraupidae,Thraupidae
Dacnis_venusta,30,0,0,0,0,60,0,10,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dacnis_viguieri,30,0,0,0,10,60,0,0,Herbivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Dactylortyx_thoracicus,20,0,0,0,0,10,40,30,Herbivore,Omnivore,NA,Odontophoridae,Odontophoridae
Damophila_julie,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Daphoenositta_chrysoptera,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Neosittidae,Neosittidae
Daphoenositta_miranda,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Neosittidae,Neosittidae
Daption_capense,0,90,0,10,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Procellariidae,Procellariidae
Daptrius_ater,10,20,40,20,0,10,0,0,Carnivore,Omnivore,NA,Falconidae,Falconidae
Dasycrotapha_speciosa,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Timaliidae,Zosteropidae
Dasyornis_brachypterus,50,0,0,0,10,0,40,0,Omnivore,Omnivore,NA,Dasyornithidae,Dasyornithidae
Dasyornis_broadbenti,60,0,0,10,0,10,10,10,Omnivore,Invertivore,Invertivore ground,Dasyornithidae,Dasyornithidae
Dasyornis_longirostris,60,0,0,0,0,0,40,0,Omnivore,Invertivore,Invertivore ground,Dasyornithidae,Dasyornithidae
Deconychura_longicauda,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Dendrocolaptidae,Furnariidae
Deconychura_stictolaema,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Dendrocolaptidae,Furnariidae
Delichon_dasypus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore aerial,Hirundinidae,Hirundinidae
Delichon_nipalense,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore aerial,Hirundinidae,Hirundinidae
Delichon_urbicum,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore aerial,Hirundinidae,Hirundinidae
Delothraupis_castaneoventris,50,0,0,0,0,50,0,0,Omnivore,Omnivore,NA,Thraupidae,Thraupidae
Deltarhynchus_flammulatus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Tyrannidae
Dendragapus_canadensis,0,0,0,0,0,10,0,90,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Dendragapus_falcipennis,10,0,0,0,0,10,0,80,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Dendragapus_fuliginosus,0,0,0,0,0,20,0,80,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Dendragapus_obscurus,0,0,0,0,0,20,0,80,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Phasianidae
Dendrexetastes_rufigula,90,0,0,0,0,10,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Dendrocolaptidae,Furnariidae
Dendrocincla_anabatina,70,0,20,0,0,0,0,10,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocincla_fuliginosa,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocincla_homochroa,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocincla_merula,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocincla_turdina,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Furnariidae,Furnariidae
Dendrocincla_tyrannina,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocitta_bayleyi,40,0,30,0,0,20,10,0,Carnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocitta_formosae,40,0,20,10,10,10,10,0,Omnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocitta_frontalis,40,0,30,0,0,20,10,0,Carnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocitta_leucogastra,40,0,30,0,10,10,10,0,Carnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocitta_occipitalis,50,0,0,0,0,30,20,0,Omnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocitta_vagabunda,40,0,30,10,0,20,0,0,Carnivore,Omnivore,NA,Corvidae,Corvidae
Dendrocolaptes_certhia,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocolaptes_hoffmannsi,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocolaptes_picumnus,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocolaptes_platyrostris,80,0,10,0,0,0,0,10,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocolaptes_sanctithomae,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dendrocolaptidae,Furnariidae
Dendrocopos_assimilis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_atratus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_auriceps,70,0,0,0,0,20,10,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_canicapillus,70,0,0,0,0,10,10,10,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_cathpharius,70,0,0,0,30,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_darjellensis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_kizuki,90,0,0,0,0,10,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_leucotos,70,0,0,0,0,20,10,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_macei,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_maculatus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_mahrattensis,80,0,0,0,10,10,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_major,30,0,10,10,10,0,30,10,Omnivore,Omnivore,NA,Picidae,Picidae
Dendrocopos_medius,70,0,0,0,0,20,10,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_minor,90,0,0,0,0,10,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_moluccensis,70,0,0,0,10,20,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_noguchii,60,0,0,0,0,20,20,0,Omnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_obsoletus,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_ramsayi,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_syriacus,60,0,0,0,0,20,20,0,Omnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocopos_temminckii,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendrocygna_arborea,0,0,0,0,0,40,30,30,Herbivore,Omnivore,NA,Anatidae,Anatidae
Dendrocygna_arcuata,0,0,0,0,0,0,0,100,Herbivore,Herbivore aquatic,Herbivore aquatic dive,Anatidae,Anatidae
Dendrocygna_autumnalis,0,10,0,0,0,0,0,90,Herbivore,Herbivore terrestrial,Herbivore ground,Anatidae,Anatidae
Dendrocygna_bicolor,0,0,0,0,0,20,14,66,Herbivore,Omnivore,NA,Anatidae,Anatidae
Dendrocygna_eytoni,0,0,0,0,0,0,16,84,Herbivore,Herbivore terrestrial,Herbivore ground,Anatidae,Anatidae
Dendrocygna_guttata,0,50,0,0,0,0,35,15,Omnivore,Omnivore,NA,Anatidae,Anatidae
Dendrocygna_javanica,0,10,0,0,0,0,0,90,Herbivore,Herbivore aquatic,Generalist,Anatidae,Anatidae
Dendrocygna_viduata,0,30,0,0,0,10,0,60,Herbivore,Herbivore aquatic,Generalist,Anatidae,Anatidae
Dendroica_adelaidae,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_aestiva,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_angelae,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_caerulescens,70,0,0,0,10,10,10,0,Carnivore,Invertivore,Generalist,Parulidae,Parulidae
Dendroica_castanea,60,0,0,0,10,30,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_cerulea,90,0,0,0,10,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_chrysoparia,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_coronata,70,0,0,0,10,10,10,0,Carnivore,Invertivore,Generalist,Parulidae,Parulidae
Dendroica_delicata,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_discolor,80,0,0,0,10,10,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_dominica,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Parulidae,Parulidae
Dendroica_fusca,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_graciae,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_kirtlandii,70,0,0,0,0,30,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_magnolia,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_nigrescens,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_occidentalis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_palmarum,70,0,0,0,10,10,10,0,Carnivore,Invertivore,Generalist,Parulidae,Parulidae
Dendroica_pensylvanica,80,0,0,0,0,10,10,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_petechia,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_pharetra,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_pinus,70,0,0,0,10,10,10,0,Carnivore,Invertivore,Generalist,Parulidae,Parulidae
Dendroica_pityophila,90,0,0,0,10,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_plumbea,80,0,0,0,0,20,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_striata,70,0,0,0,10,10,10,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_subita,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_tigrina,60,0,0,0,20,20,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_townsendi,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_virens,60,0,0,0,0,20,0,20,Omnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendroica_vitellina,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Parulidae
Dendronanthus_indicus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Motacillidae,Motacillidae
Dendropicos_abyssinicus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_elachus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_fuscescens,90,0,0,0,0,10,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_gabonensis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_lugubris,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_poecilolaemus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_spodocephalus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendropicos_stierlingi,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dendroplex_kienerii,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Dendrocolaptidae,Furnariidae
Dendroplex_picus,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Dendrocolaptidae,Furnariidae
Dendrortyx_barbatus,10,0,0,0,0,20,40,30,Herbivore,Omnivore,NA,Odontophoridae,Odontophoridae
Dendrortyx_leucophrys,10,0,0,0,0,20,40,30,Herbivore,Omnivore,NA,Odontophoridae,Odontophoridae
Dendrortyx_macroura,10,0,0,0,0,20,40,30,Herbivore,Omnivore,NA,Odontophoridae,Odontophoridae
Deroptyus_accipitrinus,0,0,0,0,0,60,20,20,Herbivore,Frugivore,Fugivore glean,Psittacidae,Psittacidae
Dicaeum_aeneum,50,0,0,0,0,50,0,0,Omnivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_aeruginosum,20,0,0,0,0,60,0,20,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_agile,20,0,0,0,0,60,0,20,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_annae,0,0,0,0,40,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_anthonyi,0,0,0,0,50,50,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_aureolimbatum,40,0,0,0,10,50,0,0,Omnivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_australe,0,0,0,0,50,50,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_bicolor,0,0,0,0,50,50,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_celebicum,30,0,0,0,30,40,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_chrysorrheum,20,0,0,0,20,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_concolor,30,0,0,0,30,40,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_cruentatum,20,0,0,0,20,40,20,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_erythrorhynchos,10,0,0,0,20,70,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_erythrothorax,0,0,0,0,20,80,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_everetti,30,0,0,0,10,40,0,20,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_eximium,0,0,0,0,20,80,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_geelvinkianum,10,0,0,0,20,60,10,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_haematostictum,40,0,0,0,10,40,0,10,Omnivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_hirundinaceum,60,0,0,0,20,20,0,0,Omnivore,Invertivore,Generalist,Dicaeidae,Dicaeidae
Dicaeum_hypoleucum,10,0,0,0,10,80,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_igniferum,0,0,0,0,40,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_ignipectus,20,0,0,0,40,40,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_maugei,0,0,0,0,40,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_melanoxanthum,70,0,0,0,10,10,0,10,Carnivore,Invertivore,Invertivore glean arboreal,Dicaeidae,Dicaeidae
Dicaeum_monticolum,20,0,0,0,20,40,20,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_nehrkorni,0,0,0,0,10,90,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_nigrilore,0,0,0,0,50,50,0,0,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_nitidum,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_pectorale,30,0,0,0,0,70,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_proprium,0,0,0,0,40,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_pygmaeum,0,0,0,0,30,70,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_quadricolor,0,0,0,0,10,90,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_retrocinctum,0,0,0,0,10,90,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_sanguinolentum,20,0,0,0,40,30,0,10,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_trigonostigma,10,0,0,0,30,30,20,10,Herbivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_tristrami,60,0,0,0,20,20,0,0,Omnivore,Invertivore,Invertivore sally surface,Dicaeidae,Dicaeidae
Dicaeum_trochileum,50,0,0,0,20,30,0,0,Omnivore,Omnivore,NA,Dicaeidae,Dicaeidae
Dicaeum_vincens,20,0,0,0,20,60,0,0,Herbivore,Frugivore,Fugivore glean,Dicaeidae,Dicaeidae
Dicaeum_vulneratum,0,0,0,0,70,30,0,0,Herbivore,Nectarivore,Nectarivore glean,Dicaeidae,Dicaeidae
Dichrozona_cincta,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore ground,Thamnophilidae,Thamnophilidae
Dicrurus_adsimilis,70,10,10,0,10,0,0,0,Carnivore,Invertivore,Generalist,Dicruridae,Dicruridae
Dicrurus_aeneus,90,0,0,0,10,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_aldabranus,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_andamanensis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_annectans,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dicruridae,Dicruridae
Dicrurus_atripennis,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_balicassius,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_bracteatus,60,0,20,0,10,10,0,0,Carnivore,Invertivore,Generalist,Dicruridae,Dicruridae
Dicrurus_caerulescens,70,0,0,0,30,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_densus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_forficatus,80,0,10,0,0,10,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_fuscipennis,60,0,0,0,0,40,0,0,Omnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_hottentottus,60,0,10,0,30,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_leucophaeus,80,0,20,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_ludwigii,90,0,0,0,10,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_macrocercus,60,0,20,10,0,0,10,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_megarhynchus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_modestus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_montanus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_paradiseus,70,0,20,0,10,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_remifer,90,0,0,0,10,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_sumatranus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Dicruridae,Dicruridae
Dicrurus_waldenii,90,0,10,0,0,0,0,0,Carnivore,Invertivore,Generalist,Dicruridae,Dicruridae
Didunculus_strigirostris,0,0,0,0,0,60,10,30,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbidae
Diglossa_albilatera,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_baritula,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_brunneiventris,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_caerulescens,70,0,0,0,10,20,0,0,Carnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Thraupidae
Diglossa_carbonaria,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_cyanea,40,0,0,0,0,60,0,0,Omnivore,Frugivore,Fugivore glean,Thraupidae,Thraupidae
Diglossa_duidae,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_glauca,50,0,0,0,20,30,0,0,Omnivore,Omnivore,NA,Thraupidae,Thraupidae
Diglossa_gloriosa,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_gloriosissima,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_humeralis,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_indigotica,20,0,0,0,50,30,0,0,Herbivore,Omnivore,NA,Thraupidae,Thraupidae
Diglossa_lafresnayii,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_major,30,0,0,0,70,0,0,0,Herbivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_mystacalis,60,0,0,0,40,0,0,0,Omnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Thraupidae
Diglossa_plumbea,40,0,0,0,60,0,0,0,Omnivore,Nectarivore,Nectarivore glean,Thraupidae,Thraupidae
Diglossa_sittoides,50,0,0,0,50,0,0,0,Omnivore,Omnivore,NA,Thraupidae,Thraupidae
Diglossa_venezuelensis,50,0,0,0,50,0,0,0,Omnivore,Omnivore,NA,Thraupidae,Thraupidae
Dinemellia_dinemelli,60,0,0,0,0,10,30,0,Omnivore,Invertivore,Invertivore ground,Ploceidae,Ploceidae
Dinopium_benghalense,80,0,0,0,10,10,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dinopium_javanense,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dinopium_rafflesii,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Dinopium_shorii,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore bark,Picidae,Picidae
Diomedea_amsterdamensis,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diomedea_antipodensis,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diomedea_dabbenena,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diomedea_epomophora,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diomedea_exulans,0,90,0,10,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diomedea_sanfordi,0,100,0,0,0,0,0,0,Carnivore,Aquatic predator,Aquatic surface,Diomedeidae,Diomedeidae
Diopsittaca_nobilis,0,0,0,0,0,50,50,0,Herbivore,Omnivore,NA,Psittacidae,Psittacidae
Dioptrornis_brunneus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Muscicapidae
Dioptrornis_chocolatinus,100,0,0,0,0,0,0,0,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Muscicapidae
Dioptrornis_fischeri,80,0,10,0,0,10,0,0,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Muscicapidae
Discosura_conversii,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Discosura_langsdorffi,10,0,0,0,90,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
Discosura_letitiae,0,0,0,0,100,0,0,0,Herbivore,Nectarivore,Nectarivore aerial,Trochilidae,Trochilidae
